code,tod,avg_ticks,ndays
IF0000,638,101.89088489687292,1503
IF0000,639,101.750499001996,1503
IF0000,640,103.86027944111777,1503
IF0000,641,102.10978043912175,1503
IF0000,642,101.40984697272123,1503
IF0000,643,100.84031936127745,1503
IF0000,644,100.52561543579507,1503
IF0000,645,102.83898868928809,1503
IF0000,646,102.1144377910845,1503
IF0000,647,101.06387225548902,1503
IF0000,648,100.3932135728543,1503
IF0000,649,99.84098469727212,1503
IF0000,650,102.79507651363939,1503
IF0000,651,100.99001996007983,1503
IF0000,652,99.42914171656686,1503
IF0000,653,98.94743845642049,1503
IF0000,654,99.20958083832335,1503
IF0000,655,100.37924151696606,1503
IF0000,656,98.98469727212242,1503
IF0000,657,98.4311377245509,1503
IF0000,658,98.05921490352628,1503
IF0000,659,99.020625415835,1503
IF0000,660,104.12175648702595,1503
